"OA","Age_0_17","Age_18_29","Age_30_44","Age_45_64","Age_65_up","united_kingdom","ireland","other_eu","other_countries","no_cars","one_car","two_cars","three_and_more_cars","employed","unemployed","retired","white","asian","black_african","other_arab","all_english","notall_english","kids_english","no_english","single","married","divorced","lowest_quali","highest_quali","christian","jewish","muslim","no_religion","owned","shared","social_rent","private_rent","rent_free","males","females"
"E00014433",14.7,25.2,30.1,17.7,12.5,56.7,2.4,10.4,30.4,63.6,31.8,4,0.7,60,7.5,9.2,61.6,7.6,10.4,5.9,70.9,13.2,4.6,11.3,59.7,21.3,9.9,7.5,52.2,48.4,0,15.6,29.4,18.5,0,49.7,31.1,0.7,48.4,51.6
"E00014434",28.5,11.8,19.8,31.3,8.6,62.3,0.6,12.1,24.9,27.8,39.8,26.9,5.6,70.4,0.9,5.8,87.5,4.5,1.6,0,72.2,15.7,2.8,9.3,35.6,55.8,6,2.6,69.5,58.1,3.8,2.2,23,65.7,0,14.8,16.7,2.8,47,53
"E00014435",25.9,22.7,19.7,26,5.5,54.9,1.3,19.4,24.3,40.2,37.5,19.6,2.7,62.1,2.2,8.4,76.3,8.6,6.6,1,76.8,10.7,0.9,11.6,49.4,40.3,7.7,4.7,63.5,60.9,2.3,7.6,22.4,46.4,0,22.3,29.5,1.8,46.1,53.9
"E00014436",18.1,17.7,25.8,28.4,10.1,53.1,0.8,15.8,30.4,42.1,33.3,20.2,4.4,68,3.9,6.3,77.7,6.2,3.5,3.8,68.4,15.8,1.8,14,45.8,44.4,4.6,4.2,63.9,56.2,1.2,1.5,22.3,54.4,0.9,8.8,31.6,4.4,46.2,53.8
"E00014437",13.4,20.2,30.9,17.5,18,58.4,2.8,11.8,27,50.9,38.7,7.5,2.8,73.1,3.4,9,82,6.2,1.1,1.1,80.2,5.7,0,14.2,50.6,32.5,13.6,5.2,69.5,56.2,1.7,2.2,29.2,50,0,10.4,37.7,1.9,50.6,49.4
"E00014438",13.1,12.6,24.6,30.9,18.8,54.6,2.9,9.2,33.3,74.2,23.4,2.3,0,55.2,10.3,9.7,64.3,6.8,20.8,2.9,76.6,7,0,16.4,51.6,20.1,18.5,16.8,29.9,57.5,0.5,4.8,24.2,3.1,1.6,84.4,9.4,1.6,51.7,48.3
"E00014439",19.3,21,21.5,25.9,12.1,59.5,3.6,8.1,28.7,76.6,19.7,2.9,0.7,44.3,9.8,8.8,59.9,3.6,13.8,10.1,67.2,9.5,0.7,22.6,48.3,24.2,12.1,9.2,32.4,55.1,0,20.6,14.6,3.6,0,86.9,9.5,0,51.4,48.6
"E00014440",12.4,30.1,33.5,16.9,7.1,55.2,1.1,19.4,24.2,68.7,29.7,0.5,1,68.8,5.8,4.9,71.5,5.4,9.6,3.4,62.6,15.4,2.1,20,66,23.8,5.1,4.4,50.8,42,0.6,7.3,33.8,12.8,3.6,24.6,56.9,2.1,46.2,53.8
"E00014441",28.3,19,22.6,19.8,10.3,56.6,1,8.5,33.9,58.4,38.6,3,0,49.8,9.9,11.7,50.4,9.5,21.3,6.4,71.1,12,5.4,11.4,49.3,33.3,7.3,11.1,28.5,48.8,0.3,24.2,15.7,21.1,1.2,63.9,12,1.8,48.8,51.2
"E00014442",25.9,20.4,18.7,23.1,11.7,59.5,2.4,6.6,31.5,69.1,26,4.9,0,48.6,9.5,11.9,42.2,9.3,29.4,6.9,67.5,13,4.9,14.6,49.3,32.3,10.8,13.5,28.3,51.6,1,28.7,12.1,19.5,1.6,69.1,8.1,1.6,51.6,48.4
"E00014443",20.7,22.2,20.7,23.1,13.3,53.3,1.5,6.2,39.1,75.8,21.9,2.3,0,40.8,16.6,10.9,36.7,7.4,24.9,13.3,56.2,22.7,4.7,16.4,50.4,30,8.9,10,23.9,52.1,0,28.1,8.9,4.7,0,88.3,4.7,2.3,46.2,53.8
"E00014444",24.2,17,22.8,29.3,6.6,48.6,0.8,6.9,43.6,70.9,27.3,1.8,0,49,7.7,8.2,29.7,20.5,26.3,12,48.2,27.3,2.7,21.8,41.6,37.1,12.9,11.9,25.2,37.1,0,38.2,10,5.5,0,89.1,1.8,3.6,40.2,59.8
"E00014445",32.1,18.1,21.2,21.2,7,56.9,1.7,5.9,35.4,61.3,35.5,3.2,0,46.3,8.6,5.3,39.1,9.1,25.5,4.8,52.4,19.4,10.5,17.7,44.1,36.6,11,17.3,20.1,59.2,0,25.8,6.2,7.3,0.8,84.7,5.6,1.6,37.7,62.3
"E00014446",34.2,14.4,19.1,21.5,11.1,48.7,2.1,9.3,40,71.9,22.8,5.3,0,41.7,5.5,6,34.3,13.1,24.8,12.8,47.4,20.2,10.5,21.9,44.7,34.6,12.7,11,27,46.9,0,33.7,8.4,10.5,0,83.3,6.1,0,48.4,51.6
"E00014447",28.8,20.7,20.2,24.1,6.1,51.4,0.8,11.8,36,66.7,32.6,0.8,0,50.2,7.2,7.2,54.6,7.1,19.7,8.4,51.2,23.3,9.3,16.3,53.9,31,7.4,12.3,30.3,49.1,0,27.3,13.9,13.2,0.8,71.3,13.2,1.6,47.8,52.2
"E00014448",22,16.9,19,30.8,11.1,68.3,2.1,4.5,25.1,57.9,34.7,4.1,3.3,52.6,8.1,7.7,64,6,12.7,8.5,71.9,16.5,3.3,8.3,42.9,38.4,7.8,12.3,21.3,59.5,0,20.5,13.6,6.6,0,93.4,0,0,49.2,50.8
"E00014449",20.5,13.9,24.6,27.6,13.4,70,2.7,6.4,20.9,48.4,40.6,10.2,0.8,61.6,5.6,10.3,75.1,7.7,5.7,1.3,81.2,6.2,0,12.5,48.2,38.5,4.9,8.1,36,47.1,2.7,12.1,25.9,34.4,0,49.2,14.8,1.6,49.8,50.2
"E00014450",23,16.4,28.3,23.4,8.9,61.7,1.9,7.8,28.6,45,39.4,15.6,0,62.8,5.3,5.8,63.9,5.9,14.9,4.8,70.6,15.6,3.7,10.1,51.4,31.7,8.7,8.3,46.3,47.2,1.1,15.2,25.7,25.7,0,56,18.3,0,47.6,52.4
"E00014451",18.3,19.4,27.4,26.5,8.4,70.6,1.6,9.9,17.9,42.3,51.5,3.8,2.3,65.5,6.3,9.2,76.6,3.6,10.3,0,80,6.2,0,13.8,60.1,19.2,11.3,9.9,47.4,53.6,0.4,2.8,28.2,36.9,3.1,27.7,32.3,0,50.8,49.2
"E00014452",21.9,15.1,30.1,20.2,12.8,69.6,1.4,10.5,18.5,34.6,39.2,20,6.1,65.2,3.3,14.1,84.9,2.3,3.1,1.7,76.9,13.1,1.5,8.5,47.7,43.7,4.7,3.2,55.6,51.4,0.9,4.8,30.1,60.8,0,9.2,29.2,0.8,53.1,46.9
"E00014453",11.9,14.1,26.2,23.6,24.1,56.5,4.7,11.5,27.2,68.9,25.2,5.9,0,51.7,11.2,18.9,73.3,2.6,17.3,1.6,77.3,3.4,0.8,18.5,47.6,23.5,10,10,42.9,61.3,1.6,6.8,17.3,16.8,0,50.4,32.8,0,42.4,57.6
"E00014454",15.2,24.4,32.4,21.2,6.6,53.3,2.1,12.2,32.4,68,26.5,4.8,0.7,65,7.5,2.9,63.8,9.1,9.1,4.2,66.7,14.3,2,17,52,31.9,8.9,10.1,48.4,44.6,2.1,14.6,25.4,27.2,0.7,41.5,29.3,1.4,49.8,50.2
"E00014455",16.4,11.5,30.6,32.8,8.9,60,3.7,12,24.3,52,39.3,8.2,0.5,71.8,7.4,4.2,76.3,4,11.4,2,74.5,9.7,1,14.8,50,28,15,7,55,56.6,1.1,6.6,25.1,45.4,3.1,27,22.4,2,46,54
"E00014456",20,13.8,20.3,25.8,20,69.2,2.5,12.6,15.7,31.7,47.6,18.3,2.4,68.9,4.6,11.6,83.1,3.1,4.9,0.6,80.2,11.9,1.6,6.3,44,42.2,5.6,8.6,49.6,64,3.4,2.2,18.8,57.9,0,20.6,19,2.4,46.8,53.2
"E00014457",17.3,12.2,36.3,24.8,9.3,52.2,3.3,14.4,30,57.5,33.6,8.2,0.7,69.3,3.3,7.9,71.5,6.3,6.7,4.8,69.2,10.3,2.7,17.8,52,30.2,8.9,4.4,51.6,48.9,1.5,9.6,25.2,28.1,3.4,43.2,24,1.4,48.5,51.5
"E00014458",27.7,12.8,17.8,27.7,14,75.2,3.5,7.3,14,33.1,49.2,16.2,1.5,60.5,3.4,13,84.8,4.4,2.6,1.2,83.1,10.8,1.5,4.6,41.6,38.8,9,7.1,57.3,54.8,1.2,3.8,29.4,68.5,0,15.4,16.2,0,50.4,49.6
"E00014459",16,17.4,33.9,21.1,11.6,60.3,0.8,9.1,29.8,65.3,31.5,2.4,0.8,64.1,8.3,7.3,59.1,8.3,16.5,5.4,75,10.5,0.8,13.7,51.9,33.5,8.7,12.1,41.7,50.8,0.4,9.1,20.7,21,2.4,54.8,18.5,3.2,42.6,57.4
"E00014460",25.2,17.9,20.4,26.6,9.9,68.8,3.5,10.9,16.9,46.4,35.7,14.9,3,61.3,3.4,7.6,70.4,7.6,8.3,4.9,78.6,10.7,1.2,9.5,49.7,30.1,12.6,9.6,42.1,53.5,1.9,12.7,21.3,44,1.2,35.1,17.9,1.8,49.5,50.5
"E00014461",15.3,14.4,14.4,23.1,33,55.1,2.8,5.6,36.6,75,21.8,1.6,1.6,41.7,4.5,28.2,51.4,14.8,19.4,0.9,80.6,6.5,1.6,11.3,44.7,18.6,24.5,9,34,53.7,0.5,13.4,13.9,8.9,0,81.5,7.3,2.4,39.8,60.2
"E00014462",25.7,18.7,21.2,28.8,5.5,67.2,1.8,4,27,54.3,33.9,10.2,1.6,53.1,8.6,4.9,55.5,8.6,15,6.1,74,10.2,4.7,11,56.4,30,6,14.4,28.8,41.4,0.9,22.4,20.2,13.4,0,71.7,10.2,4.7,46.9,53.1
"E00014463",11.2,17.1,25.5,23.2,23.1,44.9,4.6,6.9,43.5,75.2,22.2,2.6,0,49.7,9.9,15.2,53.2,11.1,18.5,3.2,65,7.7,5.1,22.2,38.9,34.2,14,7.8,39.9,56.9,0,14.8,14.4,16.2,4.3,65,12,2.6,50,50
"E00014464",14,16.6,28,28.8,12.5,51.5,3.4,17.8,27.3,58,39.9,2.2,0,68.5,5.5,10.5,75.4,5.7,8,1.9,71.7,15.2,0.7,12.3,63.2,16.5,11.7,4.8,60.2,51.5,0.8,6.4,31.1,55.8,3.6,21,18.8,0.7,49.2,50.8
"E00014465",25.7,10.6,17.4,29.1,17.1,50.4,2.7,7.6,39.4,65.8,32.5,1.8,0,47.6,7.9,13.8,46.6,9.8,22.3,7.2,56.1,14.9,5.3,23.7,44.5,32.1,11,12,23.9,54.9,0,20.8,17,7.9,8.8,81.6,0.9,0.9,48.5,51.5
"E00014466",26.2,16.2,25.9,24.9,6.9,53,0.9,5.9,40.2,70.8,27.8,1.4,0,42.3,7.9,7.9,38.6,15.6,29,4.7,61.1,12.5,10.4,16,47.4,31.6,13,11.7,21.9,55.8,0.6,22.4,9.7,4.9,0,86.1,5.6,3.5,43.6,56.4
"E00014467",26.4,20.4,22.5,19.5,11.4,52.7,0.6,8.1,38.6,72.5,24.8,2.7,0,55.1,7.2,8.9,32,12.3,29.6,10.5,60.4,15.4,5.4,18.8,45.1,34,9.9,11.9,26.5,50,0,23.1,12.6,12.8,2.7,73.8,8.1,2.7,50.6,49.4
"E00014468",24.2,20.1,19.1,23,13.6,51.5,1,8.4,39.2,70.3,23.7,5.9,0,41.7,7,16.1,34.6,7.1,29.1,15.9,62.7,18.6,4.2,14.4,49.2,32.1,9.6,12.5,20.4,40.8,0,29.4,11,11,0.8,74.6,11,2.5,46,54
"E00014469",25.4,18.7,21.2,23.3,11.4,51,3.5,9.4,36.1,65.6,30.3,4.1,0,51.9,9.7,9.2,52.4,13.5,19.1,4.5,64.8,18,3.3,13.9,48,29.4,9,10.9,30.3,56.6,1,17.4,14.2,18,13.9,54.9,13.1,0,46.2,53.8
"E00014470",30.9,15.3,25.9,23.1,4.7,54.3,1.1,8.1,36.5,71.1,27.4,1.5,0,52.2,9.2,4.8,34.8,14.5,32.3,5.8,58.5,18.5,10.4,12.6,47.1,34.7,8.1,11.6,31.7,51.8,1.1,21.7,16.4,11.9,2.2,73.3,11.9,0.7,41.8,58.2
"E00014471",24.7,13.2,23,28.7,10.3,59.8,1.7,13.8,24.7,33.3,27.8,34.7,4.2,70.6,0,10.3,83.3,9.2,0,0.6,81.9,8.3,0,9.7,37.3,58.2,3,2.2,67.9,51.7,8,1.7,23.6,61.1,1.4,2.8,30.6,4.2,47.1,52.9
"E00014473",17.1,14.3,33.8,25.1,9.7,48.4,1,17.1,33.4,56.7,29.1,11.3,2.8,69.7,3.4,8,81.2,6.6,3.5,1,70.9,15.6,0.7,12.8,51.2,38.2,5.7,2.4,64.6,48.4,4.2,3.8,30,44.7,0,7.1,46.8,1.4,43.6,56.4
"E00014474",9.7,30,39.7,16.9,3.6,44.1,0.7,20.2,35,68.4,28.8,2.3,0.6,78.7,2.7,1.9,81.1,8.8,0.7,1.7,69.5,8.5,0,22,65.8,23.8,4.8,4.1,72.1,46.8,5.1,3,30.3,38.4,0,1.1,59.3,1.1,52.5,47.5
"E00014475",10.6,34.9,27.3,22.2,5,48.5,1.5,17.7,32.3,75.2,23.1,1.7,0,72.8,5.2,5.8,69.2,15.7,4,1.5,67.8,5,0,27.3,64.4,21.5,10.2,5.1,64.4,54.5,2,2.5,25.8,14,21.5,9.9,50.4,4.1,50,50
"E00014476",7.6,30.3,38.5,14,9.7,35.1,3.4,28.8,32.7,80,16.9,3.1,0,77,1.6,6.4,77.4,12.5,1.4,0,62.3,10.8,0,26.9,62.5,23.4,9.4,4.2,66.7,49.5,3.4,1.4,32.2,36.2,0,2.3,60,1.5,56.7,43.3
"E00014477",20.4,12.2,27,29.6,10.6,57.7,0.5,16.3,25.5,37.6,36.5,14.1,11.8,73.7,2.6,8.6,85.2,5.1,2,0,71.8,11.8,0,16.5,41.5,48.4,8.2,3.8,66.7,54.1,5.1,2,20.9,62.4,0,7.1,25.9,4.7,47.4,52.6
"E00014478",7.7,32.3,38.9,17.2,3.6,40.2,1.2,27.5,31.1,78.1,20.6,1.3,0,76.6,6.3,4.1,77,11.5,5.3,1.2,62.6,6.5,0.6,30.3,68.7,18.9,7.5,0.9,61.7,47.5,1.2,2.9,31.6,29,0,3.2,64.5,3.2,50.8,49.2
"E00014479",8.5,22.1,40.2,26.1,3,42.2,1,20.1,36.7,68.1,29.6,2.2,0,73.8,6.6,3.8,67.8,13.1,6,0.5,62.2,8.1,2.2,27.4,58.2,28.8,7.1,1.6,57.6,43.7,3,5.5,28.6,28.1,0,15.6,55.6,0.7,50.8,49.2
"E00014480",11.6,29.1,42.3,8.6,8.6,42.3,1.1,22.3,34.3,72,24.3,2.8,0.9,73.2,3.4,4.7,77.7,10.3,1.7,1.1,63.6,9.3,0.9,26.2,61.9,30.3,5.8,4.5,67.1,45.7,1.7,5.1,34.3,36.4,0,9.3,53.3,0.9,48.6,51.4
"E00014481",14.1,26.9,19.5,18.7,20.9,44.5,0.9,26.4,28.2,50.7,39.1,7.2,2.8,62.9,7.5,5,76.8,8.6,4.1,3.2,81.2,8.7,1.4,8.7,57.9,21,7.7,8.2,48.7,52.7,1.8,7.3,25.5,71,0,2.9,18.8,7.2,53.2,46.8
"E00014482",7.4,28.6,37.6,19,7.7,44.8,1.8,23.1,30.3,78.3,17.5,4.2,0,71,5,7,77.4,10,5.4,1.4,67.8,5.6,0,26.6,69.4,18.9,9.2,2.4,61.7,46.2,1.8,2.7,32.1,22.4,0.7,26.6,49.7,0.7,50.2,49.8
"E00014483",10,30.4,40.9,12.7,6.2,30.4,2.2,29.3,38.1,68.6,25.7,4.8,1,74.8,2.5,3.1,78.5,13.8,0,0.6,60,5.7,1.9,32.4,58.9,25.8,8,4.3,58.3,49.7,6.1,4.4,26.5,23.8,0,2.9,71.4,1.9,54.7,45.3
"E00014484",11.5,9.6,28.8,28.3,21.7,57.6,1,19.7,21.7,39.4,42.2,16.5,1.8,69.3,0,13.3,92.4,2.5,1,2,74.3,8.3,0,17.4,38.1,47.2,8.5,2.3,71.6,57.6,4.5,1.5,26.3,69.7,1.8,0,26.6,1.8,48.5,51.5
"E00014485",21.8,10.5,22.1,21.6,23.9,61.6,1.9,14.1,22.4,35.5,50.8,12.1,1.6,64.7,2.3,11.3,81.8,7.2,0.6,1.4,69.4,11.3,6.5,12.9,37.7,41.2,8.3,3.5,55.7,59.7,5,4.4,19.6,48.4,0,10.5,34.7,6.5,46.7,53.3
"E00014486",19.1,24,29.9,16.5,10.3,40.5,0.6,16.8,42.1,64,26.6,7.2,2.2,55.5,3.4,9.1,62.8,13.1,6.4,10.4,60.4,15.8,5,18.7,52.2,31,8.4,5.1,59.1,47,4.6,14.9,20.4,47.5,0,0.7,48.9,2.9,43.3,56.7
"E00014487",17.7,18.1,28.9,24.9,10.5,47.3,1.1,21.3,30.3,57.1,29.9,12.2,0.7,70.8,5.9,6.8,79.1,9.7,2.9,2.9,66,10.2,0,23.8,52.2,36,6.1,3.1,64.9,51.3,4.3,3.6,23.1,42.9,0.7,6.8,47.6,2,43,57
"E00014488",18.2,18.1,37.1,20,6.8,46.7,1,18.6,33.8,55.9,27.5,12.7,3.9,74.1,1.8,4.7,77.1,9,1.4,5.2,61.8,14.7,2,21.6,46,40.8,9.2,2.3,55.2,54.3,11.4,5.2,18.1,40.2,1,6.9,51,1,51.9,48.1
"E00014489",17.7,12.8,32.4,27.9,9.4,45.6,1,17.6,35.8,39.6,46.5,9.9,4,71.8,1.8,9.2,71.1,7.8,13.2,1,74.3,10.9,1,13.9,45.8,41.1,6,4.2,64.3,53.4,2.9,2.9,19.6,43.6,1,24.8,27.7,3,54.9,45.1
"E00014490",15.1,17.3,21.4,23.7,22.5,68.8,2.9,6.9,21.4,72.7,23.2,4,0,58.9,5.6,14.5,68.2,9.2,16.2,0.6,77.8,11.1,2,9.1,54.4,22.8,10.1,8.7,36.2,55.5,0.6,13.9,13.9,25.3,1,57.6,15.2,1,43.9,56.1
"E00014491",11.3,21.9,32.8,14,20,48.7,2.6,20,28.7,53.8,35.3,9.6,1.3,71,1.4,11.1,86.4,6.4,1.1,0.4,65.4,9,0.6,25,47.2,41.7,8.9,1.7,64.7,52.5,1.5,0.8,33.2,45.5,1.3,9.6,39.1,4.5,47.2,52.8
"E00014492",12.8,19.6,37.8,18.2,11.5,52,0,24.3,23.6,57.6,34.1,7.1,1.2,76.7,0.8,5.8,88.5,7.4,0,0,67.1,5.9,0,27.1,45,36.4,13.2,2.3,76.7,48,3.4,1.4,28.4,45.9,3.5,0,47.1,3.5,52,48
"E00014493",14.8,14.3,35.9,22.9,12.1,50.6,0.4,18.6,30.3,44.1,45,8.1,2.7,74.7,1.1,5.4,86.6,9.1,2.2,0.4,70.3,12.6,0.9,16.2,43.3,42.8,9,4,62.7,46.3,6.9,0.4,31.2,55,0.9,3.6,37.8,2.7,48.9,51.1
"E00014494",15.7,9.6,24.5,26.1,24,57.7,3.7,14.1,24.5,69.7,25.2,3.2,1.9,66.1,6.2,15.8,77.6,4.6,12,0.8,77.4,7.7,0.6,14.2,53.2,22,16.1,5.9,50.7,57.7,2.9,2.9,22.4,25.2,0.6,57.4,14.8,1.9,31.5,68.5
"E00014495",13.7,23.5,27.6,24,11.1,39.6,0.9,22.2,37.3,65.9,24.8,7.8,1.6,67.7,3.2,7.9,73.3,10.7,3.1,2.2,59.7,10.1,2.3,27.9,53.6,30.1,10.2,3.6,57.1,52,1.8,5.3,22.2,25.6,0,26.4,48.1,0,43.1,56.9
"E00014496",21.5,22,31.3,14.5,10.8,48.1,3.3,24.3,24.3,69.2,28.2,2.6,0,66.9,6,7.2,74.3,5.6,5.6,0,64.1,7.7,4.3,23.9,60.7,25.4,6.9,4,62.4,49.5,2.3,7.9,27.6,34.2,0,17.1,48.7,0,45.3,54.7
"E00014497",16.5,18.2,35.7,23.6,5.8,60.7,0.9,16.5,21.9,47.8,42.5,7.1,2.7,74.7,4.8,5.9,89.3,2.7,1.8,1.3,70.8,11.5,0,17.7,49.7,33.9,13.2,4.2,61.9,49.1,4.9,0.9,31.7,45.1,0,13.3,40.7,0.9,51.8,48.2
"E00014498",23.3,9.8,24.5,35,7.4,53.4,1.2,11.7,33.7,40.8,50,7.9,1.3,75.4,2.5,7.4,79.8,3.7,7.4,0.6,72.4,9.2,0,18.4,48,40.9,9.4,10.2,59.8,59.5,4.3,3.1,17.2,44.7,0,25,23.7,6.6,38.7,61.3
"E00014499",15.4,12.3,25.1,30,17.1,54.5,3.2,13.9,28.3,47.8,40.2,12,0,69.1,0,12.1,83.4,4.8,1.6,0,72.8,10.9,3.3,13,38.5,49.7,6.2,5,56.5,41.2,2.7,8.6,34.8,59.8,0,16.3,21.7,2.2,51.3,48.7
"E00014500",18.4,13.2,40.7,17.4,10,52.4,2.1,20.6,24.9,58.4,34.7,5.9,1,80.3,3.4,2,74.6,9,8.5,2.1,62.4,17.8,3,16.8,51.6,36.5,6.3,4.4,62.9,50.8,3.7,8.5,21.2,40.6,0,15.8,42.6,1,56.1,43.9
"E00014501",11.4,17.6,38.3,19.8,13.1,55.4,1.4,16.2,27,43.1,46.8,9.2,0.9,78.7,2.2,6.6,86.9,5,1.4,0.9,83.5,9.2,0,7.3,38.2,50.8,6.5,1.5,69.8,59.5,1.4,0,27.5,45,0,1.8,48.6,4.6,54.1,45.9
"E00014502",19.5,13.8,22.2,30.7,13.7,56.1,4.2,11.1,28.6,36.7,46.7,11.1,5.5,58.9,6.8,13.7,82.5,5.8,3.7,3.7,81.1,6.7,0,12.2,43.9,36.3,12.7,4.5,62.4,51.9,2.1,1.1,27,47.8,1.1,23.3,20,7.8,43.9,56.1
"E00014505",5,27.4,38.3,17.4,12,41.3,0,22.4,36.3,75.2,20.9,3.9,0,70.4,4.5,7.3,70.6,9.5,5,5,55.8,13.2,1.6,29.5,61.3,26.2,8.4,4.7,58.1,50.2,2.5,10.9,24.4,30.2,0.8,9.3,56.6,3.1,53.2,46.8
"E00014506",14.7,11.9,34.7,18.3,20.6,47.5,2.3,9.6,40.6,58.6,32.4,8.1,0.9,70.6,0,8,75.8,7.3,6.4,2.7,79.3,7.2,0,13.5,39.6,46.9,4.7,3.6,61.5,47.5,7.8,10,24.2,59.5,0.9,0,36.9,2.7,51.1,48.9
"E00014507",21.1,12.8,32.1,23.8,10.3,39.7,0.3,17.2,42.8,43,43,8.9,5.1,58.7,3.1,6.7,66.6,14.5,4.1,7.9,61.5,16.3,3.7,18.5,37.6,49.6,7.3,4.7,57.3,49.3,2.8,12.1,18.3,51.1,0,7.4,31.9,9.6,51.4,48.6
"E00014508",10,27.8,26.8,17.2,18.2,45.9,1.4,15.8,36.8,53.4,34.5,7.8,4.3,74.1,1.7,8,64.1,10.5,2.4,17.2,69,13.8,1.7,15.5,51.3,36,6.3,2.1,64,41.6,1.4,21.1,20.1,53.4,0.9,0.9,37.1,7.8,47.4,52.6
"E00014509",10.3,27.8,37.6,16.5,7.8,39.7,0.4,22.7,37.2,63.3,29.3,3.4,4.1,68.1,4.3,4.3,70.2,15.7,1.2,1.7,66.7,7.5,2.7,23.1,63.3,24.3,9.2,0.9,72,53.7,2.5,2.5,21.9,37.4,0,0.7,55.8,6.1,51.7,48.3
"E00014510",1.5,35.7,33.7,17.1,12,32.1,1,22.8,44,74.5,20.6,3.5,1.4,63.3,4.4,8.9,72.5,16.6,3.1,3.6,61.7,8.5,0,29.8,67.4,17.9,5.8,3.7,68.4,48.7,2.6,6.7,27.5,31.9,0.7,9.2,53.9,4.3,53.9,46.1
"E00014511",12.4,33.3,39.7,11.3,3.4,26,1,29.4,43.6,76.2,19.7,1.6,2.5,62.8,7.2,6.1,71.1,19.1,1,2.9,57.4,8.2,1.6,32.8,63.9,31.1,3.3,2.2,68.3,45.6,1,8.3,26,18.9,0.8,0,76.2,4.1,53.9,46.1
"E00014512",16.7,25.5,34.9,18,5.1,30.6,0,30.2,39.2,43.9,43.2,9.1,3.8,65.2,1.3,3.5,71.9,14,4.3,1.8,50.8,17.4,2.3,29.5,41.6,45.9,6.9,6.4,55.4,54.7,1.4,6.5,18.7,37.1,0,3,50.8,9.1,48.2,51.8
"E00014513",10,37.8,38.2,10.4,3.6,28.3,2,19.5,50.2,63.2,30.8,3,3.1,61.4,1.3,2.7,58.2,23.9,0.8,14.3,52.6,13.5,0.8,33.1,67.3,23.5,4.9,2.7,63.3,45.4,2,13.5,22.3,25.6,0,0.8,70.7,3,60.2,39.8
"E00014514",21.3,15.5,27.4,27.4,8.4,35.1,3.4,27,34.5,42,44.9,11.6,1.4,68.7,2.2,5.3,77.7,17.6,1,0,59.4,16.7,2.2,21.7,37.7,51,5.4,1.3,67.8,57.4,3,6.1,16.6,43.5,0.7,2.2,50,3.6,51.7,48.3
"E00014515",10.3,39.8,28.2,15.4,6.4,35.9,0.4,20.5,43.2,61.9,32.4,4.8,1,59.5,1.5,3.4,67.9,24.8,2.1,0.4,61.9,15.2,1,21.9,60.8,32.1,3.3,1.9,56.6,51.3,1.7,1.7,34.6,39,1,5.7,53.3,1,61.1,38.9
"E00014516",5.4,40.9,18,19.1,16.7,29.3,4.1,22.1,44.6,63.6,34.3,1.4,0.7,53.6,4,6.8,63.3,27.2,3.1,1,62.2,11.2,0,26.6,74.3,14.3,7.5,2.1,44.3,51.7,1,8.2,18,33.6,0,27.3,36.4,2.8,42.9,57.1
"E00014517",7.6,39.5,36.5,12.7,3.5,24,0.3,19.1,56.6,70.6,26.6,2.6,0.3,57.6,4,3.5,48.6,33,3,8.2,58.3,6,1.3,34.4,61.7,31.3,4.3,1.8,73.6,40.7,3.7,10.9,24.6,36.7,1,0,58.6,3.6,60,40
"E00014518",8,28.8,35.2,19.2,8.8,27.2,2.4,16.8,53.6,47.9,46.5,4.2,1.4,67.9,3.6,1.8,64,18.4,5.6,4.8,56.3,11.3,1.4,31,47.8,40.9,6.1,2.6,57.4,45.6,0.8,14.4,25.6,39.4,0,1.4,50.7,8.5,53.6,46.4
"E00014519",9.4,40.8,14.8,17.7,17.3,56.7,2.5,14.8,26,56.6,32.9,7.9,2.6,29.6,0.9,8.5,80.5,8.3,2.2,3.6,51.3,17.1,0,31.6,68.4,22.5,4.7,5.1,30,50.5,1.4,7.2,27.8,39.5,0,19.7,34.2,6.6,44.8,55.2
"E00014520",7,29.7,32.4,20.4,10.7,26.4,0.5,14.4,58.8,64.6,29.3,6.1,0,58.3,4.3,3.2,63.4,18.1,4.6,6,68.7,10.1,2,19.2,41.6,47.5,4,3,58.9,50.5,1.4,8.3,20.4,37.4,1,0,61.6,0,45.4,54.6
"E00014521",18.7,19.6,29.2,24.2,8.3,51.7,0.4,17.9,30,41.3,41.3,11.5,5.7,67,0.5,3.7,79.6,9.6,0.8,5.4,71.2,9.6,0,19.2,41.3,48.5,5.6,5.1,55.1,57.5,5.4,6.7,21.7,43.3,0,7.7,43.3,5.8,50.8,49.2
"E00014522",15.7,21.6,26,26.5,10.4,31.9,2.5,26,39.7,46.4,40.2,10.3,3.1,64.3,2.4,4.8,72.5,10.3,2.9,6.9,57.7,7.2,5.2,29.9,42.5,48.9,3.4,5.2,60.9,48.5,9.3,14.2,14.2,27.8,0,8.2,47.4,16.5,48.5,51.5
"E00014523",24.1,10.9,25,28.2,11.7,50,0.5,17.4,32.1,22.6,37.9,30.6,8.9,59,1.5,6.8,75.3,14.7,0.8,4.6,57.3,26.6,1.6,14.5,28.1,61.4,6.3,3.9,50.2,59.2,2.4,6.2,15.2,73.4,0.8,0.8,20.2,4.8,45.9,54.1
