"unique_id","price_paid","property_type","new_build","estate_type","oseast1m","osnrth1m"
"228BB304-8862-464A-AFCD-F07FB00B4DA6",2100000,"T","N","F",527485,178493
"A50905AA-5222-4B28-9186-170E0F0B2EF9",3295000,"S","N","F",527593,178557
"320B546D-B822-4005-8484-A31634CA65FB",395000,"F","N","L",527557,178571
"AC4524AA-8F3D-4F32-90CB-986BF5E271C5",445000,"F","N","L",527557,178571
"565C0B37-71D5-4EE5-B043-6928EB990712",295000,"F","N","L",527557,178571
"2A289E9E-6565-CDC8-E050-A8C063054829",260000,"F","N","L",527557,178571
"BAECD04A-91F2-4F17-A445-1F459797BFB5",575000,"F","N","L",527461,178461
"A46DC6F7-0794-42DB-A6AD-38CBF7131D57",435000,"F","N","L",527549,178448
"6871F06F-8451-4041-B9BC-2C01161C6D08",400000,"F","N","L",527549,178448
"C2503CDE-5E0D-4539-82D0-58A13F18C9B3",1275000,"F","N","L",527594,178447
"B3AB55FA-17CB-43E3-8E31-CA50F7C4C410",1775000,"T","N","F",527578,178495
"3E242BE0-80FC-4DCB-BE81-EF54D7649C1B",1280000,"F","N","L",527685,178460
"B50DCCB0-4A15-49A8-985E-5ACA1AF7FA5F",1500000,"F","N","L",527685,178460
"5C9CC876-D161-45E1-B04C-08F56D91B13A",1700000,"T","N","F",527477,178359
"1076F4AC-6B43-4762-9458-F51DD04DC2CD",950000,"F","N","L",527302,178582
"E21E302E-D6CC-4537-BD57-340C358FDEBF",1195000,"F","N","L",527302,178582
"56426E15-3832-479A-939A-3B4DD1514546",999995,"F","N","L",527302,178582
"7CEBD56B-613F-4C1A-BA73-38F52E56C789",1110000,"F","N","L",527302,178582
"3241506F-62E9-43DB-955D-57687AAAA343",2425000,"F","N","L",527302,178582
"D50BD838-54C1-40B5-8DFA-8FF3EDA5B6E1",1975000,"S","N","F",527245,178650
"26DAA302-70C0-4128-8648-4437621DA2A2",2000000,"T","N","F",527255,178339
"1DEA8B2A-8362-4DF0-85EA-E0861A8F8C6E",2100000,"T","N","F",527276,178357
"2BABD592-CC9C-47B5-B456-0347BBB031CF",945000,"F","N","L",527342,178419
"07360D42-A8EB-410B-B0A8-7E484C960935",1750000,"F","N","L",527342,178419
"DA2F24D0-4EDF-4787-AA89-71E24D5C9FCD",3450000,"T","N","F",527358,178361
"CE25419C-C9C8-4E0B-B824-5EEF6698244F",225000,"F","N","L",527419,178417
"0528C657-A2B1-4185-939A-960647E2C40B",3600000,"T","N","F",527430,178333
"B835E1D5-13CB-44A1-85DA-BA33FD3E9E92",203000,"F","N","L",527271,178230
"9310BC0C-61B0-4D50-BAE8-A62D22717614",125000,"F","N","L",527271,178230
"0CDCBC75-CD77-48A9-B54D-C249ED0DB7D1",318000,"F","N","L",527246,178212
"180FB439-7CAC-46F7-880C-A703681FC8CE",375000,"F","N","L",527246,178212
"EB59ED3C-2D63-42A3-9716-E77B8B943441",465000,"F","N","L",527246,178212
"77101396-15A3-4BB9-B1D2-372580BF473D",362500,"F","N","L",527251,178250
"405A8B35-8D22-455E-9015-9531B75854F4",3750000,"S","N","F",527671,177982
"2C722850-A31B-42B3-A26E-05D42799A849",3377000,"T","N","F",527595,177959
"9A3433DD-9792-4B92-ABB1-7BED7BC870B0",2200000,"T","N","F",527595,177959
"C6A8A680-0A49-4711-A793-481B9A756488",3500000,"T","N","F",527460,178084
"B20A895F-5358-43C6-B3FA-2237C6BC869A",3700000,"T","N","F",527501,177999
"23565749-BCA2-4A58-9B08-73C7C5BF818D",650000,"F","N","L",527541,177989
"0782C60D-CF65-4921-87DD-B98BC7D6EB38",3900000,"T","N","F",527500,178119
"AE9A6B13-FEEC-4E26-8F0B-967147A50F08",2550000,"T","N","F",527495,178167
"04C3AB38-2F25-43D1-8E47-AF8A73CC9293",1800000,"T","N","F",527700,178237
"931E4B4B-9615-436D-9EC4-4A4EC534BF6D",4575000,"T","N","F",527604,178040
"E8E714BF-4E81-4730-9D01-F6F0311C79D4",1900000,"F","N","L",527604,178040
"BA7CA861-42F2-46ED-8C7C-77FA4C9DAA95",3700000,"F","N","L",527614,178106
"9BCBC04A-9A06-4D76-8C4A-F0FCFC080F58",2290000,"F","N","L",527614,178106
"6B5031C3-1D8D-464E-A3B9-02EA550BBB36",2100000,"F","N","L",527614,178106
"FE02FBB6-0737-4875-B88B-C8778F1DEE16",2450000,"F","N","L",527614,178106
"6B4016A6-46D8-4890-B38D-4A047317EA67",695000,"F","N","L",527646,178251
"6E48E24E-EB79-426B-883C-CD459E0B6C26",4465000,"T","N","F",527636,178216
"CA5E6DF7-A895-4E37-B417-D509E51FEE3A",587500,"F","N","L",527659,178196
"757F0742-295F-4CDE-BBC0-52E8AA306736",2275000,"F","N","L",527783,178036
"F9D3A531-3B8C-4308-A047-70CF73B80FF0",720000,"F","N","L",527783,178036
"B798A62C-B9B5-4D93-ABC9-2E5FC548592C",1634237,"F","N","L",527755,178006
"025AB9CE-F335-44C8-9B66-2666B76419F2",2350000,"F","N","L",527645,177853
"9E306985-366E-411A-A55B-51BF8F84DE9C",785000,"F","N","L",527678,177899
"5987CA16-0FF2-4CA4-AFFD-F948C1FA3424",525000,"F","N","L",527678,177899
"CE95F18E-FDF1-4985-998E-21D09F1512FA",156000,"F","N","L",527709,177925
"C4316282-EA7D-43CD-B793-A4AAEB626108",1040000,"F","N","L",527709,177925
"4BA331C8-8B9E-4A8A-BD2A-B6ED76CF4001",2900000,"T","N","F",527743,177859
"1725139E-A0BE-4D91-A66D-4A55F654602D",685000,"F","N","L",527739,177917
"8BBF0ACA-62FE-489E-B76B-10CCD68391D2",550000,"F","N","L",527795,177891
"4903A6EA-EE27-4A05-8640-D3340A00DDA0",3200000,"F","N","L",527795,177891
"553D330C-44A4-4A30-83B1-C87D7AD2EEF4",2101000,"F","N","L",527795,177891
"0EAFA42C-24FA-4F95-B626-E24195E1F7A8",740000,"F","N","L",527795,177891
"4C3971E9-666C-4530-B6B4-A70E2FC74033",1260000,"F","N","L",527795,177891
"22329AE2-964C-486B-8A8B-1BB4B7405043",3150000,"T","N","F",527840,177781
"E292D942-571E-47A6-BFCE-72424C20718E",1665000,"F","N","L",527726,177999
"FEAEFF49-7749-4F6F-8FB0-66FEA9A6DB87",950000,"F","N","L",527726,177999
"E625B473-6551-41A3-B9FE-3CE9933B6627",960000,"F","N","L",527738,177994
"2CDC5B3F-B0D5-4077-BE4B-672A8C864607",1000000,"F","N","L",527633,177726
"956BD040-A245-4E6E-9B0A-D19D1523FAD8",1925000,"F","N","L",527633,177726
"1C620646-2668-4329-8F4B-6E973DAFAF44",425000,"F","N","L",527836,177766
"50159862-97DB-43A0-AD90-514AD79F9235",950000,"F","N","L",527836,177766
"1D32FEFF-09A9-4E6F-977F-D3F981B8804E",667500,"F","N","L",527915,177792
"A7F69C55-9BDF-4E87-AADF-91A0AB99BF63",240000,"F","N","L",527943,177815
"782D1FEC-49C1-4F27-B078-D5098A16F67E",350000,"F","N","L",527943,177815
"0A3AD34D-E942-413C-ABB3-E4F8DD372741",290000,"F","N","L",527943,177815
"14012E57-E2F8-4179-9263-0DF9C40E27CD",320000,"F","N","L",527972,177841
"07E31FA4-305B-4C71-BFEF-875FFB285EF7",221000,"F","N","L",527972,177841
"3E4251B7-5DC1-43E0-BB86-FC0FC293DDD3",355000,"F","N","L",527972,177841
"CF6CE897-7273-4A67-B8E7-380C5D5963BE",330000,"F","N","L",527972,177841
"A80CF60D-2708-4ABF-B8D3-1EA14E897C54",1100000,"F","N","L",528057,177833
"E771A4C2-FDB2-48AC-B518-14B4D25075E2",255900,"F","N","L",528057,177833
"B7BDD83E-41BC-46EA-A133-02A95DF0E7A4",700000,"F","N","L",528057,177833
"2588C602-0FBA-45AA-AB85-7ADB8C173097",2000000,"T","N","F",527570,178196
"728F263C-6FA6-4D0A-8C69-634F48DF5416",6330000,"T","N","F",527675,178309
"5384E5F8-5004-43A4-89EE-9F85B8DB4054",6330000,"T","N","F",527806,178309
"3CF36265-23FC-49FE-8B0E-77577A9DDEF6",750000,"F","N","L",527763,178429
"4453948C-252B-4904-BF27-0D2F6C42F957",1300000,"F","N","L",527993,178283
"0E4A0A95-3112-44AE-B823-021E5A8A7FB9",1275000,"F","N","L",527993,178283
"20B55B27-0585-45B4-8038-CEE31D996F7D",3250000,"F","N","L",527993,178283
"9888072E-6A74-4D45-8BA0-4204AF63849D",1935000,"F","N","L",528037,178282
"B9D660EE-B68E-4A01-BE18-EDC85DC07A92",930000,"F","N","L",528037,178282
"484DEB48-2706-4992-BE48-EFB9D0D2DDF0",895000,"F","N","L",528037,178282
"5FA63CFE-8E40-4CDE-9DC4-7B42F89EBD16",975000,"F","N","L",528037,178282
"DC9D9AA2-5F91-4CC6-B887-70F89D165C16",1040000,"F","N","L",528037,178282
"984613B6-CADC-4B26-9D51-F710B7BFB778",1205000,"F","N","L",528037,178282
"E973254C-669F-4FB2-8A02-23E16E225B8A",1000000,"F","N","L",528037,178282
"1CAEF502-7E12-4113-94E8-9101005527BA",495000,"F","N","L",528075,178335
"160C6819-F52D-4D13-AAD8-45A4DC793BF9",840000,"F","N","L",527960,178350
"A5FC6F82-4ED0-4FBF-B15A-CB6C88EFE527",295000,"F","N","L",528085,178369
"A4D18E7D-8663-441F-8C1C-06B7486490BF",1162500,"F","N","L",528085,178369
"AB272D9D-9B17-4926-914F-7D47B127FB94",450000,"F","N","L",528085,178369
"37EFC5CF-468C-4836-A846-9FFE41E88316",850000,"F","N","L",528085,178369
"DE93EA7D-402E-40A7-B31B-7A6656FF2978",800000,"F","N","L",528085,178369
"4D4DFECE-595E-4177-B93B-08E01CC86071",970000,"F","N","L",527621,178380
"C8EB3D6C-2861-4F0C-9EF9-0BAB368F37D0",520000,"F","N","L",527800,178555
"14896C01-129A-42B5-B067-202C98AF861D",5200000,"T","N","F",527545,178375
"DA457F43-E9AB-45D3-91FB-CDACCBAE595C",1805000,"T","N","F",527559,178397
"E67D5FE3-70CD-4CEF-BF2A-88139EBFB0F7",2500000,"T","N","F",527583,178402
"D13E2695-FF6D-4927-8D6D-28D0ACB8A94A",320000,"F","N","L",526832,177706
"86FB922E-712D-4EB0-A093-5043454E2C49",895000,"F","N","L",526824,177613
"EFE79E60-0B3C-46F9-B5CC-4AF20C8F6FA8",890000,"F","N","L",526824,177613
"8996DA25-5D40-45C3-AEE7-7F04A8200BD2",850000,"F","N","L",526824,177613
"8B81C852-5539-4A6C-9EC7-2565301DE7F5",785000,"F","N","L",526824,177613
"8463FDCF-B336-4810-9430-D89F372D0E23",765000,"F","N","L",526824,177613
"8C2CD0B5-1E41-4BCE-A765-37C4A05F2810",745000,"F","N","L",526824,177613
"4BB03C33-DB90-4709-AACC-C910C5948EE6",750000,"F","N","L",526824,177613
"A8ABF67C-9222-41B3-AC9B-932D4AA765CE",670000,"F","N","L",526824,177613
"06B18BE1-F368-4BD6-A3E2-68FA1B41995E",6225000,"T","N","F",526885,177723
"D3B294FB-1FFE-47EB-8D22-B83E614AE8B4",2300000,"F","N","L",526959,177524
"AF9F6A73-8E89-4AA4-93A4-8FD50D98090F",310000,"F","N","L",526932,177557
"9748B8B5-C423-4C75-8646-423D3D5DFBAD",382000,"F","N","L",526920,177574
"600D86DE-5331-4F8F-A74A-9C59AC69E65D",220000,"F","N","L",526896,177611
"4BA59D31-F949-46A7-9681-F4AD16719536",539700,"F","N","L",526886,177627
"D1B83820-70D2-41EF-B86E-63F202AA6FD7",859200,"F","N","L",526977,177780
"1D3FDB7F-06BD-4C73-A86F-98FC90F8FA29",860000,"F","N","L",526977,177780
"9524D7BC-07BE-464A-99AF-58C4B51D5ABA",1145000,"F","N","L",526977,177780
"6D4E9C89-10FE-4BF0-8636-E3A3B94A6971",2900000,"F","N","L",526977,177780
"92526EDE-6995-496F-9A2D-46631F0154BA",625000,"F","N","L",527016,177774
"6D019F75-74CD-49A6-BE77-E68F48B65661",399950,"F","N","L",527016,177774
"752FD018-7BF2-4414-BEC4-4AC5057DC2B2",794000,"F","N","L",527032,177644
"517F0BDF-74BF-4027-8773-8E5CA426AD8E",3900000,"T","N","F",526940,177762
"F88A3014-ACE7-4FEB-8635-853865F399FA",3400000,"T","N","F",526940,177762
"9E6DDF9B-977F-47AA-A39F-9F23FCE1D724",848000,"F","N","L",526896,177820
"9E6634E1-F2E3-444D-8230-29F150C4477F",720000,"F","N","L",526896,177820
"87C5D925-ABA1-4F9B-A59F-05482BA3E8E6",535000,"F","N","L",526816,177771
"A23F2A5A-99EC-4162-84DF-F5883CAC1F29",473000,"F","N","L",526810,177750
"AC92EF28-7FCC-4B10-8BF1-16BEA6348F51",410000,"F","N","L",526810,177750
"667837E6-55FA-4DDA-A65E-0945CB92A6F0",450000,"F","N","L",526753,177702
"911B65F7-B546-4350-B421-7703B7B452E4",427500,"F","N","L",526753,177702
"BB9B8228-5513-4463-AE07-346EB118A8F0",667000,"F","N","L",527317,177778
"089680F9-2159-4AC7-BA17-7E2977A15CD2",437500,"F","N","L",527317,177778
"18F27E91-9B45-4B82-ABD6-A02BA4CF3C78",1775000,"F","N","L",527258,177791
"F6ABFC65-E569-40D2-A3B4-14690BFFA7EC",592500,"F","N","L",527258,177791
"206C4D85-661A-4F36-9B25-72A495DBFCE2",910000,"F","N","L",527290,177736
"49F761DE-6C72-4F35-876E-9CC5C5CB5343",1250000,"F","N","L",527290,177736
"B72755CA-BD81-465B-A5EE-BEAFB59696F3",800000,"F","N","L",527290,177736
"C19633D5-31A7-4599-B266-6F76FC950A58",999995,"F","N","L",527290,177736
"A44510D2-EAC6-48E3-A8E1-B1634A24742E",1250000,"F","N","L",527290,177736
"B76E3843-D4A0-49A7-8EB7-30AA03F0AB5B",855000,"F","N","L",527164,177667
"54D58B50-601F-493B-9E44-7E89DD8D0F8B",249999,"F","N","L",527153,177663
"A2447237-CF9E-41D7-AA0E-89C909AAE1D8",1185000,"F","N","L",527153,177663
"40E7DD8F-C96C-4D1E-986D-9FA84FB16484",925000,"F","N","F",527159,177819
"9DE63B54-311E-429A-8418-79A9CE2E3D6E",1201000,"T","N","F",527120,177734
"BC6FBC3E-E329-499D-94D8-B077007F24B6",2600000,"T","N","F",527106,177899
"A3AB4558-5290-4DCE-85EE-756965B7C37A",3000000,"T","N","F",527220,177765
"12BAE0A3-755F-466B-BB71-49524A955691",2935000,"T","N","F",527087,177857
"E483A512-BAA2-42E8-AB24-457138D29E23",3050000,"T","N","F",527087,177857
"5B3639D0-18C2-48A7-9A23-F72CFE8F8AF1",5950000,"T","N","F",527152,177870
"B1FA2C6F-C465-401A-A29D-0AA51F5888C2",11500000,"T","N","F",527228,177650
"13518BFD-1BC4-4EE9-8053-4D346E3841E9",3400000,"F","N","L",527173,177645
"959F165B-DB6D-49EC-8862-29E5CEE51D24",4250000,"F","N","L",527173,177645
"07ABA0FB-8FDF-4B81-A209-6D692BD92F8B",4000000,"S","N","F",527119,177605
"E77C65C0-D7E9-476E-B52C-10B50554726E",925000,"F","N","L",527262,177657
"1DAA947F-2F3D-4535-8BC4-D5786A191398",370000,"F","N","L",527262,177657
"9216A34B-86E3-405B-99B7-B626AB44F061",322500,"F","N","L",527262,177657
"C37FC904-9809-4D48-AC0C-7CA485BEA889",1730000,"F","N","L",527129,177608
"D270F3EA-E900-4FC7-801E-D3912963BC2A",635000,"F","N","L",527193,177992
"B632F587-6444-40FD-80B3-2ACB4D55ADA4",1300000,"F","N","L",527226,177864
"02FE2BED-9FF8-4D94-B278-683C2607EDB2",3450000,"T","N","F",527184,177936
"6BAEC821-9482-4CB2-88E5-477B56F57AA5",4970000,"T","N","F",527184,177936
"3D81BD8F-171C-4E6B-8EE1-6A5C89741D7B",420000,"F","N","L",527184,177936
"3F40CBA4-B80D-46F6-B5DA-EFC0DF94AAA6",495000,"F","N","L",527184,177936
"916CFD40-0D91-40B9-99F6-67696D864A6A",390000,"F","N","L",527256,177885
"00562493-7D08-41E8-9BE6-6A45763709C9",650000,"F","N","L",527256,177885
"8427347F-2D8B-4A3A-976C-E1A758624B39",3630000,"T","N","F",527269,177925
"60F43A6F-AE87-4BE3-BE01-68B461B705B7",2550000,"T","N","F",527278,177860
"25A7E360-CDBB-4DB2-8331-FF8C80ECB7CA",245000,"F","N","L",527352,177904
"5C1A9E3B-130B-4F63-9190-FD91A80A4685",570000,"F","N","L",527465,177855
"CD5194D6-79F7-41F5-9C80-974AF7458B8C",960000,"F","N","L",527465,177855
"48D1AF05-0B5B-4BA0-9A69-325EB443207F",640000,"F","N","L",527473,177844
"8F9380B0-0280-4838-8A8F-EAF60D1CEF2A",1570000,"F","N","L",527484,177781
"397443DD-F688-45C3-A474-BAE438DFB7D3",1600000,"F","N","L",527500,177815
"3F06533B-B31E-4408-B88D-AB2F743D4CD0",1665000,"F","N","L",527500,177815
"0B8F0D20-3B55-48A2-8319-D76987520832",1850000,"F","N","L",527500,177815
"72008DB5-03C2-4944-9910-97EDF29CA60B",1900000,"F","N","L",527542,177797
"A232A736-1F25-4644-9F25-EAAF0030C208",355000,"F","N","L",527361,178068
"1A936DC4-04D3-4FE6-AE12-80A41C0F349B",485000,"F","N","L",527361,178068
"D9D259A9-2A62-4579-95F5-F24A5ADF912B",598000,"F","N","L",527361,178068
"BDD86A80-B34B-4D4D-98D4-721DA1DCC550",620000,"F","N","L",527361,178068
"BD6685A6-3499-47ED-B739-2940EB24FA67",175000,"F","N","L",527361,178068
"5FB932F7-24C7-4C40-97E0-FABE27916090",370000,"F","N","L",527361,178068
"6CBA7FC2-B9CF-4AC6-8264-4DBC755810C4",550000,"F","N","L",527361,178068
"B0B08634-26D9-4F7E-9A59-2CB8B3DB7A37",700000,"F","N","L",527361,178068
"41C23C71-6A3A-4C1D-A2A3-137D2B33D5C3",890000,"F","N","L",527361,178068
"A736614C-389A-47F4-ADCD-569E7CE68FAE",410000,"F","N","L",527361,178068
"ECDEE4A8-F1AC-4D77-BD71-E1E99F62DB81",600000,"F","N","L",527385,177996
"591760DA-E3C1-422D-98CB-38BCC629DA81",3400000,"T","N","F",527475,178007
"DFD5D2E7-F957-40FF-89BF-A1DAEAF67304",1120000,"T","N","F",527421,178109
"4E82E897-02A6-4A9A-8554-D1635390B288",5287000,"T","N","F",527487,177892
"372A5C5F-5D08-4E72-BA4D-A78717EFE8E2",476000,"F","N","L",527487,177892
"3EC295FD-E222-4E2E-9251-95B4A1DDBDC9",578000,"F","N","L",527503,177852
"F58EDF69-F478-4BC9-B14B-A3FFDCDB39AD",870000,"F","N","L",527503,177852
"31CF9FCB-0FEB-4258-AC4D-114E933E6F36",530000,"F","N","L",527503,177852
"CC78CB35-F8BB-48F3-AFAC-D720607B2128",1012000,"F","N","L",527503,177852
"2773A14A-F60B-4E96-A3CC-FBCE21FD360C",830000,"F","N","L",527503,177852
"5F782981-1774-4EEC-822D-3A3CA9E53E47",2300000,"F","N","L",527588,177812
"2F4293F1-07C4-4E12-B567-8152352F7CB3",1790000,"F","N","L",527588,177812
"00BAF644-4FBC-412A-B63A-CC27216AAA20",2100000,"F","N","L",527588,177812
"1C4766B2-BC9E-49C9-8011-4583E68321B6",480000,"F","N","L",527341,178134
"FC0ADA35-CA75-467B-A0F2-BEAE63B93FA9",510000,"F","N","L",526673,177711
"95116845-3E76-4B55-94D1-815722B8289B",6700000,"T","N","F",526722,177882
"455EE699-0F09-44C3-8CC8-1C6141AA2107",6150000,"T","N","F",526624,177861
"1E01A5A1-9417-4598-AB3A-27FC37E40FE2",4800000,"T","N","F",526590,177783
"E392736D-5B29-4104-98C7-77B3B5DBA8C4",4400000,"S","N","F",526652,177755
"283DB13A-4E08-48B7-A1ED-EC8E1B1126AC",5650000,"T","N","F",526751,177866
"2644678E-D643-4FDF-90B7-4119D980059F",5400000,"T","N","F",526787,177889
"B6EE4FE4-9593-4A5F-8D8D-D11F6DA4C419",6035000,"T","N","F",526787,177889
"8057FD2F-5C43-4ACB-A525-81CFF1B8D93D",7000000,"T","N","F",526787,177889
"8B64A674-7C41-4806-AB91-D65A76B765A9",5600000,"T","N","F",526787,177889
"8FEBA138-D3ED-4BEE-9B2A-EAC8352E11B1",600000,"F","N","L",526818,177835
"4D3A6151-C817-4682-AF7A-FCB85BCDF66E",2375000,"F","N","L",526789,178001
"B6CDDD9E-37CF-48F5-B2DC-6437966241C1",995550,"F","N","L",526789,178001
"8FD7B36A-F57F-41A1-9ABB-9C596616C4B3",500000,"F","N","L",526789,178001
"82E27BC6-9FBF-45E0-9D1F-79A339D9D2F7",900000,"F","N","L",526681,177934
"F28C31AE-1464-4BBE-82A7-412F3F5AAD9E",420000,"F","N","L",526681,177934
"1C035EFB-385E-4B75-95C9-4D4FEE1D81C7",895000,"F","N","L",526632,177898
"801360C3-8C5A-422B-9564-6498EC9C02BD",2700000,"S","N","L",526594,177870
"09958A1A-1F78-45BB-AC0E-1A996BEDBF6E",482888,"F","N","L",526517,177923
"DF77DBB7-0B1B-4541-A779-74C2C4CD672F",625000,"F","N","L",526535,177944
"60FB1B06-DE0E-470C-91DC-EF81A7A3E811",580000,"F","N","L",526535,177944
"C0206F75-D8A2-40C6-BADF-C92DA45D5F30",715000,"F","N","L",526535,177944
"0AA4D1C8-E85C-44FC-B4F8-AD4B70571F45",5750000,"S","N","F",526583,177910
"CB6F1651-2040-4C0C-89AD-34E987315D2D",650000,"F","N","L",526577,177957
"10E5AE69-4B56-4B51-850A-FD009ECCA3EB",880000,"F","N","L",526577,177957
"051962D7-83DD-4A74-91CE-3B8F108CAD78",3000000,"T","N","F",526577,177957
"A1377FC3-A06B-477D-A821-F136155B09C8",430000,"F","N","L",526592,177997
"940F2A4C-A76F-4D73-A019-AC2F716634C0",1035000,"T","N","F",526617,177990
"E4A1B6F1-9CC4-4798-BADE-6C8C48055A13",3400000,"T","N","F",526617,177990
"3A2EB72D-1247-4F9D-B156-553363EC284E",4700000,"T","N","F",526998,178288
"2F254E3E-5BA3-47CE-B51B-61F18A94B3C1",5650000,"T","N","F",526998,178288
"B332504A-63CC-4CED-A90E-E080B8A9ABAD",3350000,"T","N","F",527203,178209
"64E31AE9-3E15-4943-87CF-D618FAF4ED1E",2475000,"T","N","F",527052,178396
"9EBDE3DB-4164-414A-8AE9-547C61671A7A",1060000,"T","N","F",526999,178472
"142FF24F-1489-4A30-A505-6CDBB8E06C86",4125000,"T","N","F",527046,178504
"1E9A55C0-3396-4F9A-9C42-2261D8C2422A",175000,"F","N","L",527099,178426
"87B3DDA6-8525-4996-8B39-D6E13CF7CAF0",618000,"T","N","L",527072,178478
"FE61EB75-D597-4800-9961-65A29C8B8B1F",1200000,"T","N","F",527072,178478
"21E5FEB7-6583-2439-E050-A8C06205342E",150000,"O","N","L",527189,178712
"21E5FEB7-61D4-2439-E050-A8C06205342E",150000,"O","N","L",527189,178712
"8C0728FB-40F9-49EE-B896-83F4399B609E",2350000,"F","N","L",526839,178463
"11753EBF-42B3-4C1E-A1C0-0797B9281031",2995000,"F","N","L",526839,178463
"4F278164-8BB0-4170-AC59-DD500D98F7B0",1775000,"T","N","F",525751,178344
"3E0330EF-602A-8D89-E050-A8C062052140",945000,"F","N","L",525751,178344
"AE73BE35-3A11-4A45-B1C5-5944A61FF06C",137000,"F","N","L",525967,178451
"80C09765-E582-45DA-909C-74B39F198129",1575000,"F","N","L",526032,178469
"18344BFA-54C9-4AF9-924C-00C7C81CBB22",1250000,"F","N","L",526032,178469
"01A5E2CB-306D-44F4-84D8-940897D81EF8",7650000,"F","N","L",525867,178391
"5A718639-0FA3-4B13-85B8-924C1046F834",870000,"F","N","L",525867,178391
"732FC03B-17B0-41AC-848F-DFE6085E2FFA",675000,"F","N","L",525867,178391
"4D5E641D-9D7E-460D-8C57-35A02A7AB524",1150000,"F","N","L",525867,178391
"94212DC0-39EA-48BA-91CB-36C553F40540",1825000,"F","N","L",526071,178517
"58CD9A42-F281-4423-9BA0-E7CF36155DFD",635000,"F","N","L",526071,178517
"3D9E2753-9A95-403B-BE95-0FCA0CA84C70",610000,"F","N","L",526071,178517
"8D66D32B-889D-4F74-B5BD-7F2B5661163D",810000,"F","N","L",526161,178525
"73C1970A-B2CF-4E88-B7CE-1E23B3F793A9",1600000,"F","N","L",526161,178525
"6AB118E4-F17E-46FD-BB4C-0BCD87093742",1855211,"F","N","L",526161,178525
"65A367C7-2C73-47AE-870A-8758C0E87FCC",1500000,"F","N","L",526161,178525
"F756606C-510D-4445-90D9-DB2A1EAE03ED",840000,"F","N","L",526161,178525
"35D5A9DA-44B1-4ACC-B532-48D96ABC1BF8",845000,"F","N","L",526161,178525
"929518D4-F36A-4936-AEF6-EF9E31361D9E",450000,"F","N","L",526203,178457
"9401B16B-4472-4FFA-A5D1-613E88C61C65",1650000,"F","N","L",526172,178378
"34986E9D-BD99-4DFB-840E-84554D1D22A1",330000,"F","N","L",526101,178467
"7D697DF4-88A8-4E4E-B028-8D1B229DC82C",680000,"F","N","L",526191,178408
"EFD4BFE3-8697-491D-9607-B13FB78A39BB",475000,"F","N","L",525814,178338
"01370E70-FDCB-47B2-897C-821F7ABF99D2",535000,"F","N","L",525797,178331
"032C72AA-A226-4C11-805A-A7CEA17172E5",1350000,"F","N","L",525797,178331
"6151E3AC-1115-43F6-9D5A-66F6763A9431",580000,"F","N","L",525774,178314
"E03169CB-0595-49CC-B627-D08D02A00DF1",425000,"F","N","L",525774,178314
"C4F94E2E-DFEE-48AF-BEA4-F5C10AB5935F",2300000,"F","N","L",525924,178274
"A47262B8-506F-435D-968D-7C38CEB6EB8B",1850000,"F","N","L",525924,178274
"5248F363-C354-445C-AC08-BCFE63CB5F3C",2200000,"F","N","L",525944,178340
"10F29ACA-BA2F-4FD3-A001-3F25BAE484D1",2350000,"F","N","L",525789,178242
"D5929D27-AEDF-4639-ACA0-07C07A7B5249",1850000,"F","N","L",525789,178242
"6FC4BAD9-A496-44E0-94EC-3075B2171945",420000,"F","N","L",525815,178277
"E87C8716-7BB5-4157-BCDD-2DACC0B3CD4C",2500000,"F","N","L",525815,178277
"AEA194D3-812E-4371-A9C3-BD427685B156",1800000,"F","N","L",525841,178287
"D9DFCC0E-2782-4852-A18F-38353F8E57EC",1800000,"F","N","L",525841,178287
"6AFF6A3B-7F76-437D-9CA4-EB690F99B728",995000,"F","N","L",525866,178299
"7596AB95-60D1-4345-8BAF-55C20933B8D7",1135000,"F","N","L",525750,178579
"7FED9627-5D11-469A-9D37-B11A12C1F903",600000,"F","N","L",525734,178542
"A4DD9C2B-BFFA-4252-B221-68D2FAD56A54",1225000,"F","N","L",525734,178542
"58B6F7F8-579C-4AAE-BFB0-C5A0B6037E76",1300000,"F","N","L",525734,178542
"E811E27C-8C6C-46EA-89F5-1482819F1F05",770000,"F","N","L",525734,178542
"4DFDF520-73FE-477D-AB34-D3894D88A4B4",477500,"F","N","L",525734,178542
"4AAACAC6-FC58-4E52-A109-431E324960E5",2200000,"F","N","L",525634,178497
"3D24F9E3-D513-4983-81F1-8637CCE76853",950000,"F","N","L",525769,178495
"A964DD04-5F08-4B46-9C90-D7DE7E8E61D4",595000,"F","N","L",525792,178522
"110C2E7A-53B1-4A30-B402-B8CA454A99AA",730000,"F","N","L",525792,178522
"FDCCAF6F-C177-4B6A-93AB-8038CFF42A5B",315000,"F","N","L",525792,178522
"8EDBA8FB-E5BC-4CD7-82B3-7D8A4EB3B7CE",2575000,"T","N","F",525774,178538
"D2E2179D-0C03-4FF2-9597-E07A2ED35956",1700000,"T","N","F",525810,178574
"AC74885A-1366-4907-9A8B-19BCE8BD357E",1550000,"F","N","L",525886,178602
"22AADE74-EE9C-4A8E-A331-D90952699683",380000,"F","N","L",525818,178533
"2C18C337-7D83-4F87-8C7B-385E7367815F",332000,"F","N","L",525872,178522
